"","plot_names","question_type","sentiment_score","subject"
"100","linear_rise","sentence",0.461228847503662,100
"101","linear_rise","sentence",0.796065807342529,101
"102","linear_rise","sentence",0.474918961524963,102
"103","linear_rise","sentence",0.374806761741638,103
"104","linear_rise","sentence",0.674782037734985,104
"105","linear_rise","sentence",0.699123740196228,105
"106","linear_rise","sentence",0.684972405433655,106
"107","linear_rise","sentence",0.745321154594421,107
"108","linear_rise","sentence",0.143474936485291,108
"109","linear_rise","sentence",-0.278699219226837,109
"110","linear_rise","sentence",0.598935961723328,110
"111","linear_rise","sentence",0.621689677238464,111
"112","linear_rise","sentence",0.652494430541992,112
"113","linear_rise","sentence",0.697957396507263,113
"114","linear_rise","sentence",-0.69663879275322,114
"115","linear_rise","sentence",-0.740613222122192,115
"116","linear_rise","sentence",-0.737596929073334,116
"117","linear_rise","sentence",0.731160759925842,117
"118","linear_rise","sentence",-0.512251108884811,118
"119","linear_rise","sentence",0.657781600952148,119
"120","linear_rise","sentence",0.643552184104919,120
"121","linear_rise","sentence",0.509066820144653,121
"122","linear_rise","sentence",0.723214626312256,122
"123","linear_rise","sentence",-0.431077897548676,123
"124","linear_rise","sentence",0.637801170349121,124
"125","linear_rise","sentence",0.686950922012329,125
"126","linear_rise","sentence",0.498690605163574,126
"127","linear_rise","sentence",0.770350456237793,127
"128","linear_rise","sentence",-0.267560839653015,128
"129","linear_rise","sentence",0.67840051651001,129
"130","linear_rise","sentence",0.671236038208008,130
"131","linear_rise","sentence",0.755749225616455,131
"132","linear_rise","sentence",0.699164390563965,132
"133","linear_rise","sentence",-0.216410458087921,133
"134","linear_rise","sentence",0.531449913978577,134
"135","linear_rise","sentence",0.610790967941284,135
"136","linear_rise","sentence",0.701447486877441,136
"137","linear_rise","sentence",-0.153356790542603,137
"138","linear_rise","sentence",0.628798961639404,138
"139","linear_rise","sentence",0.75021493434906,139
"140","linear_rise","sentence",0.114469170570374,140
"141","linear_rise","sentence",-0.00288832187652588,141
"142","linear_rise","sentence",0.737108469009399,142
"143","linear_rise","sentence",0.742190003395081,143
"144","linear_rise","sentence",-0.426674485206604,144
"145","linear_rise","sentence",0.736445903778076,145
"146","linear_rise","sentence",0.773626327514648,146
"147","linear_rise","sentence",0.466625094413757,147
"148","linear_rise","sentence",0.608354568481445,148
"149","linear_rise","sentence",0.671961188316345,149
"150","linear_rise","sentence",0.624963164329529,150
"151","linear_rise","sentence",0.670913577079773,151
"152","linear_rise","sentence",-0.334702670574188,152
"153","linear_rise","sentence",0.0361671447753906,153
"154","linear_rise","sentence",0.770769715309143,154
"155","linear_rise","sentence",0.810259938240051,155
"156","linear_rise","sentence",-0.771353632211685,156
"157","linear_rise","sentence",0.668826699256897,157
"158","linear_rise","sentence",0.726738929748535,158
"159","linear_rise","sentence",-0.646149784326553,159
"160","linear_rise","sentence",-0.26035475730896,160
"161","linear_rise","sentence",-0.0369448661804199,161
"162","linear_rise","sentence",-0.619094461202621,162
"163","linear_rise","sentence",0.798542261123657,163
"164","linear_rise","sentence",0.549449443817139,164
"165","linear_rise","sentence",0.756173372268677,165
"166","linear_rise","sentence",0.546979069709778,166
"167","linear_rise","sentence",0.725348830223083,167
"168","linear_rise","sentence",0.812512874603271,168
"169","linear_rise","sentence",0.710056662559509,169
"170","linear_rise","sentence",0.677417635917664,170
"171","linear_rise","sentence",-0.510208457708359,171
"172","linear_rise","sentence",0.723505139350891,172
"173","linear_rise","sentence",0.762924432754517,173
"174","linear_rise","sentence",-0.633821666240692,174
"175","linear_rise","sentence",0.492380976676941,175
"176","linear_rise","sentence",0.730446219444275,176
"177","linear_rise","sentence",0.210525512695312,177
"178","linear_rise","sentence",-0.0745981931686401,178
"179","linear_rise","sentence",0.598844528198242,179
"180","linear_rise","sentence",0.477337837219238,180
"181","linear_rise","sentence",0.754350185394287,181
"182","linear_rise","sentence",0.614667057991028,182
"183","linear_rise","sentence",0.55087673664093,183
"184","linear_rise","sentence",0.704574108123779,184
"185","linear_rise","sentence",-0.147077679634094,185
"186","linear_rise","sentence",0.682486414909363,186
"187","linear_rise","sentence",0.681332468986511,187
"188","linear_rise","sentence",0.66620945930481,188
"189","linear_rise","sentence",-0.614377468824387,189
"190","linear_rise","sentence",-0.354029536247253,190
"191","linear_rise","sentence",0.145532846450806,191
"192","linear_rise","sentence",-0.11300802230835,192
"193","linear_rise","sentence",0.615346312522888,193
"194","linear_rise","sentence",-0.352471232414246,194
"195","linear_rise","sentence",0.708760499954224,195
"196","linear_rise","sentence",0.251614332199097,196
"197","linear_rise","sentence",-0.624301314353943,197
"198","linear_rise","sentence",0.797493457794189,198
"199","linear_rise","sentence",-0.770842283964157,199
"200","linear_rise","sentence",0.575496792793274,200
"201","linear_rise","sentence",0.67695677280426,201
"202","linear_rise","sentence",0.490172624588013,202
"203","linear_rise","sentence",0.683463931083679,203
"204","linear_rise","sentence",0.730726718902588,204
"205","linear_rise","sentence",0.687326312065125,205
"206","linear_rise","sentence",0.720346331596375,206
"207","linear_rise","sentence",0.0953341722488403,207
"208","linear_rise","sentence",-0.60576930642128,208
"209","linear_rise","sentence",0.699261665344238,209
"210","linear_rise","sentence",-0.672535747289658,210
"211","linear_rise","sentence",0.740750551223755,211
"212","linear_rise","sentence",0.687333703041077,212
"213","linear_rise","sentence",0.674967288970947,213
"214","linear_rise","sentence",0.258656978607178,214
"215","linear_rise","sentence",0.749674677848816,215
"216","linear_rise","sentence",-0.743733614683151,216
"217","linear_rise","sentence",0.688395857810974,217
"218","linear_rise","sentence",0.16730260848999,218
"219","linear_fall","sentence",-0.544608116149902,1
"220","linear_fall","sentence",-0.699972540140152,2
"221","linear_fall","sentence",0.311739444732666,3
"222","linear_fall","sentence",-0.767677754163742,4
"223","linear_fall","sentence",-0.632891774177551,5
"224","linear_fall","sentence",0.687162756919861,6
"225","linear_fall","sentence",-0.71557679772377,7
"226","linear_fall","sentence",-0.279198706150055,8
"227","linear_fall","sentence",-0.653408110141754,9
"228","linear_fall","sentence",-0.763786539435387,10
"229","linear_fall","sentence",-0.579959362745285,11
"230","linear_fall","sentence",-0.553588956594467,12
"231","linear_fall","sentence",-0.127295911312103,13
"232","linear_fall","sentence",-0.562182575464249,14
"233","linear_fall","sentence",-0.7283715903759,15
"234","linear_fall","sentence",-0.781492605805397,16
"235","linear_fall","sentence",-0.24076646566391,17
"236","linear_fall","sentence",-0.0703458189964294,18
"237","linear_fall","sentence",-0.700241446495056,19
"238","linear_fall","sentence",-0.678572148084641,20
"239","linear_fall","sentence",-0.702315896749496,21
"240","linear_fall","sentence",-0.652700752019882,22
"241","linear_fall","sentence",0.47730278968811,23
"242","linear_fall","sentence",-0.375966191291809,24
"243","linear_fall","sentence",-0.303447544574738,25
"244","linear_fall","sentence",-0.292022466659546,26
"245","linear_fall","sentence",-0.743310809135437,27
"246","linear_fall","sentence",-0.395797908306122,28
"247","linear_fall","sentence",0.0450166463851929,29
"248","linear_fall","sentence",0.41661012172699,30
"249","linear_fall","sentence",-0.507507085800171,31
"250","linear_fall","sentence",0.359005928039551,32
"251","linear_fall","sentence",-0.509799510240555,33
"252","linear_fall","sentence",-0.60166135430336,34
"253","linear_fall","sentence",-0.723752737045288,35
"254","linear_fall","sentence",-0.274010300636292,36
"255","linear_fall","sentence",-0.739029139280319,37
"256","linear_fall","sentence",0.280204176902771,38
"257","linear_fall","sentence",-0.137697398662567,39
"258","linear_fall","sentence",-0.612058371305466,40
"259","linear_fall","sentence",-0.65285724401474,41
"260","linear_fall","sentence",0.323432922363281,42
"261","linear_fall","sentence",-0.388509035110474,43
"262","linear_fall","sentence",-0.725857257843018,44
"263","linear_fall","sentence",-0.640675127506256,45
"264","linear_fall","sentence",0.612543702125549,46
"265","linear_fall","sentence",-0.668481796979904,47
"266","linear_fall","sentence",-0.725708723068237,48
"267","linear_fall","sentence",-0.014054000377655,49
"268","linear_fall","sentence",-0.691882401704788,50
"269","linear_fall","sentence",-0.75649619102478,51
"270","linear_fall","sentence",-0.405632793903351,52
"271","linear_fall","sentence",-0.697066813707352,53
"272","linear_fall","sentence",-0.632353603839874,54
"273","linear_fall","sentence",-0.159636318683624,55
"274","linear_fall","sentence",-0.674444168806076,56
"275","linear_fall","sentence",-0.311054944992065,57
"276","linear_fall","sentence",-0.696847081184387,58
"277","linear_fall","sentence",-0.729549050331116,59
"278","linear_fall","sentence",-0.515132188796997,60
"279","linear_fall","sentence",-0.751416131854057,61
"280","linear_fall","sentence",-0.731418162584305,62
"281","linear_fall","sentence",-0.334358811378479,63
"282","linear_fall","sentence",-0.327025175094604,64
"283","linear_fall","sentence",-0.732107043266296,65
"284","linear_fall","sentence",-0.687775403261185,66
"285","linear_fall","sentence",-0.644950181245804,67
"286","linear_fall","sentence",-0.688349843025208,68
"287","linear_fall","sentence",-0.558490782976151,69
"288","linear_fall","sentence",-0.356153011322021,70
"289","linear_fall","sentence",-0.780811235308647,71
"290","linear_fall","sentence",-0.622108280658722,72
"291","linear_fall","sentence",0.518145442008972,73
"292","linear_fall","sentence",-0.619446337223053,74
"293","linear_fall","sentence",-0.707599997520447,75
"294","linear_fall","sentence",-0.672957807779312,76
"295","linear_fall","sentence",-0.606857091188431,77
"296","linear_fall","sentence",0.185298919677734,78
"297","linear_fall","sentence",-0.606666624546051,79
"298","linear_fall","sentence",-0.558250606060028,80
"299","linear_fall","sentence",-0.651495784521103,81
"300","linear_fall","sentence",0.0835230350494385,82
"301","linear_fall","sentence",-0.69309064745903,83
"302","linear_fall","sentence",-0.670008629560471,84
"303","linear_fall","sentence",-0.673419296741486,85
"304","linear_fall","sentence",0.485450506210327,86
"305","linear_fall","sentence",-0.701753109693527,87
"306","linear_fall","sentence",0.434978485107422,88
"307","linear_fall","sentence",-0.76131546497345,89
"308","linear_fall","sentence",-0.531328737735748,90
"309","linear_fall","sentence",-0.619312018156052,91
"310","linear_fall","sentence",-0.629250854253769,92
"311","linear_fall","sentence",-0.581549018621445,93
"312","linear_fall","sentence",-0.716542482376099,94
"313","linear_fall","sentence",-0.713523805141449,95
"314","linear_fall","sentence",0.588414549827576,96
"315","linear_fall","sentence",-0.0993050336837769,97
"316","linear_fall","sentence",-0.637812286615372,98
"317","linear_fall","sentence",-0.362497270107269,99
"318","linear_fall","sentence",-0.547659486532211,100
"319","linear_fall","sentence",-0.717937588691711,101
"320","linear_fall","sentence",-0.674785107374191,102
"321","linear_fall","sentence",-0.748533934354782,103
"322","linear_fall","sentence",-0.72657573223114,104
"323","linear_fall","sentence",-0.184988379478455,105
"324","linear_fall","sentence",-0.744307637214661,106
"325","linear_fall","sentence",-0.176377952098846,107
"326","linear_fall","sentence",-0.715220540761948,108
"327","linear_fall","sentence",-0.623748749494553,109
"328","linear_fall","sentence",-0.0142049789428711,110
"329","linear_fall","sentence",0.558606624603271,111
"330","linear_fall","sentence",-0.551595985889435,112
"331","linear_fall","sentence",-0.708181828260422,113
"332","linear_fall","sentence",-0.615387260913849,114
"333","linear_fall","sentence",0.575271606445312,115
"334","linear_fall","sentence",-0.62371626496315,116
"335","linear_fall","sentence",-0.585865706205368,117
"336","linear_fall","sentence",-0.700078517198563,118
"337","linear_fall","sentence",-0.712577760219574,119
"338","linear_fall","sentence",-0.734035581350327,120
"339","linear_fall","sentence",-0.674381881952286,121
"340","linear_fall","sentence",-0.402386009693146,122
"341","linear_fall","sentence",-0.477997064590454,123
"342","linear_fall","sentence",0.570062398910522,124
"343","linear_fall","sentence",-0.164368569850922,125
"344","linear_fall","sentence",-0.614590644836426,126
"345","linear_fall","sentence",-0.761012926697731,127
"346","linear_fall","sentence",-0.735168546438217,128
"347","linear_fall","sentence",-0.710459381341934,129
"348","linear_fall","sentence",0.708787322044373,130
"349","linear_fall","sentence",0.0577152967453003,131
"350","linear_fall","sentence",-0.688693165779114,132
"351","linear_fall","sentence",-0.359199821949005,133
"352","linear_fall","sentence",-0.206751644611359,134
"353","linear_fall","sentence",-0.607774943113327,135
"354","linear_fall","sentence",-0.491200804710388,136
"355","linear_fall","sentence",-0.690343409776688,137
"356","linear_fall","sentence",-0.701193660497665,138
"357","linear_fall","sentence",-0.714309930801392,139
"358","linear_fall","sentence",-0.766921162605286,140
"359","linear_fall","sentence",-0.71147632598877,141
"360","linear_fall","sentence",-0.739222854375839,142
"361","linear_fall","sentence",-0.347327589988708,143
"362","linear_fall","sentence",0.254867553710938,144
"363","linear_fall","sentence",-0.703722804784775,145
"364","linear_fall","sentence",0.446849346160889,146
"365","linear_fall","sentence",-0.7560875415802,147
"366","linear_fall","sentence",-0.275206625461578,148
"367","linear_fall","sentence",-0.251801788806915,149
"368","linear_fall","sentence",-0.450935482978821,150
"369","linear_fall","sentence",-0.556691497564316,151
"370","linear_fall","sentence",-0.724683701992035,152
"371","linear_fall","sentence",0.0736440420150757,153
"372","linear_fall","sentence",0.0540118217468262,154
"373","linear_fall","sentence",-0.548477172851562,155
"374","linear_fall","sentence",-0.424698173999786,156
"375","linear_fall","sentence",-0.716292560100555,157
"376","linear_fall","sentence",-0.676113158464432,158
"377","linear_fall","sentence",0.527666091918945,159
"378","linear_fall","sentence",-0.787066131830215,160
"379","linear_fall","sentence",-0.746671587228775,161
"380","linear_fall","sentence",-0.619094461202621,162
"381","linear_fall","sentence",-0.555116444826126,163
"382","linear_fall","sentence",-0.682379096746445,164
"383","linear_fall","sentence",-0.791285067796707,165
"384","linear_fall","sentence",-0.656569600105286,166
"385","linear_fall","sentence",-0.712977856397629,167
"386","linear_fall","sentence",-0.665840536355972,168
"387","linear_fall","sentence",-0.473506808280945,169
"388","linear_fall","sentence",-0.689326077699661,170
"389","linear_fall","sentence",-0.716446936130524,171
"390","linear_fall","sentence",-0.636312037706375,172
"391","linear_fall","sentence",-0.399251699447632,173
"392","linear_fall","sentence",-0.614252716302872,174
"393","linear_fall","sentence",0.231491088867188,175
"394","linear_fall","sentence",-0.737763583660126,176
"395","linear_fall","sentence",-0.628533959388733,177
"396","linear_fall","sentence",-0.563871085643768,178
"397","linear_fall","sentence",0.75991690158844,179
"398","linear_fall","sentence",-0.771469295024872,180
"399","linear_fall","sentence",-0.491021394729614,181
"400","linear_fall","sentence",-0.716032147407532,182
"401","linear_fall","sentence",-0.486624777317047,183
"402","linear_fall","sentence",-0.600000083446503,184
"403","linear_fall","sentence",-0.709850966930389,185
"404","linear_fall","sentence",-0.792175561189651,186
"405","linear_fall","sentence",-0.0908538103103638,187
"406","linear_fall","sentence",0.656713604927063,188
"407","linear_fall","sentence",0.278124094009399,189
"408","linear_fall","sentence",0.051243782043457,190
"409","linear_fall","sentence",-0.579657167196274,191
"410","linear_fall","sentence",-0.548005372285843,192
"411","linear_fall","sentence",-0.709439337253571,193
"412","linear_fall","sentence",-0.204854846000671,194
"413","linear_fall","sentence",-0.750342607498169,195
"414","linear_fall","sentence",-0.765239015221596,196
"415","linear_fall","sentence",-0.618186265230179,197
"416","linear_fall","sentence",-0.560255885124207,198
"417","linear_fall","sentence",-0.489322781562805,199
"418","linear_fall","sentence",0.569200754165649,200
"419","linear_fall","sentence",0.597902059555054,201
"420","linear_fall","sentence",-0.612961441278458,202
"421","linear_fall","sentence",0.293334364891052,203
"422","linear_fall","sentence",-0.69544193148613,204
"423","linear_fall","sentence",-0.157069504261017,205
"424","linear_fall","sentence",-0.466842830181122,206
"425","linear_fall","sentence",-0.639799177646637,207
"426","linear_fall","sentence",0.0458906888961792,208
"427","linear_fall","sentence",-0.410411953926086,209
"428","linear_fall","sentence",-0.693382620811462,210
"429","linear_fall","sentence",-0.662707835435867,211
"430","linear_fall","sentence",-0.768188908696175,212
"431","linear_fall","sentence",-0.647088438272476,213
"432","linear_fall","sentence",-0.548533052206039,214
"433","linear_fall","sentence",-0.74353364109993,215
"434","linear_fall","sentence",0.0886863470077515,216
"435","linear_fall","sentence",-0.677402287721634,217
"436","linear_fall","sentence",-0.75019796192646,218
"437","linear_low","sentence",-0.668388247489929,1
"438","linear_low","sentence",-0.534027725458145,2
"439","linear_low","sentence",-0.160936892032623,3
"440","linear_low","sentence",-0.774625554680824,4
"441","linear_low","sentence",-0.699543505907059,5
"442","linear_low","sentence",-0.687526762485504,6
"443","linear_low","sentence",-0.355376958847046,7
"444","linear_low","sentence",-0.711033940315247,8
"445","linear_low","sentence",-0.776243045926094,9
"446","linear_low","sentence",-0.661510467529297,10
"447","linear_low","sentence",-0.697571724653244,11
"448","linear_low","sentence",-0.669871181249619,12
"449","linear_low","sentence",-0.729190945625305,13
"450","linear_low","sentence",-0.704245239496231,14
"451","linear_low","sentence",-0.744890511035919,15
"452","linear_low","sentence",-0.747881531715393,16
"453","linear_low","sentence",-0.706468284130096,17
"454","linear_low","sentence",-0.689617276191711,18
"455","linear_low","sentence",-0.745342433452606,19
"456","linear_low","sentence",-0.743401646614075,20
"457","linear_low","sentence",-0.0497230291366577,21
"458","linear_low","sentence",-0.583791643381119,22
"459","linear_low","sentence",-0.745799511671066,23
"460","linear_low","sentence",-0.584291934967041,24
"461","linear_low","sentence",-0.670405179262161,25
"462","linear_low","sentence",0.156175017356873,26
"463","linear_low","sentence",-0.645125150680542,27
"464","linear_low","sentence",-0.697104752063751,28
"465","linear_low","sentence",-0.77807492017746,29
"466","linear_low","sentence",-0.227950513362885,30
"467","linear_low","sentence",-0.662059724330902,31
"468","linear_low","sentence",-0.705155730247498,32
"469","linear_low","sentence",-0.775291383266449,33
"470","linear_low","sentence",-0.541803926229477,34
"471","linear_low","sentence",-0.697266757488251,35
"472","linear_low","sentence",-0.732646763324738,36
"473","linear_low","sentence",-0.437201738357544,37
"474","linear_low","sentence",-0.802314624190331,38
"475","linear_low","sentence",-0.711081653833389,39
"476","linear_low","sentence",-0.765391573309898,40
"477","linear_low","sentence",-0.680629462003708,41
"478","linear_low","sentence",-0.780342102050781,42
"479","linear_low","sentence",-0.732388377189636,43
"480","linear_low","sentence",-0.632263511419296,44
"481","linear_low","sentence",-0.715022653341293,45
"482","linear_low","sentence",0.65212869644165,46
"483","linear_low","sentence",-0.74113142490387,47
"484","linear_low","sentence",-0.710028350353241,48
"485","linear_low","sentence",-0.759134322404861,49
"486","linear_low","sentence",-0.69335150718689,50
"487","linear_low","sentence",-0.726575314998627,51
"488","linear_low","sentence",-0.697878271341324,52
"489","linear_low","sentence",-0.685704380273819,53
"490","linear_low","sentence",-0.688164591789246,54
"491","linear_low","sentence",-0.585353791713715,55
"492","linear_low","sentence",-0.392711520195007,56
"493","linear_low","sentence",-0.772825479507446,57
"494","linear_low","sentence",-0.678967177867889,58
"495","linear_low","sentence",-0.709350347518921,59
"496","linear_low","sentence",-0.706216812133789,60
"497","linear_low","sentence",-0.253655314445496,61
"498","linear_low","sentence",-0.794350847601891,62
"499","linear_low","sentence",-0.716010421514511,63
"500","linear_low","sentence",-0.704599469900131,64
"501","linear_low","sentence",-0.726012706756592,65
"502","linear_low","sentence",-0.782928064465523,66
"503","linear_low","sentence",0.00145614147186279,67
"504","linear_low","sentence",0.0365531444549561,68
"505","linear_low","sentence",-0.708386033773422,69
"506","linear_low","sentence",-0.757500410079956,70
"507","linear_low","sentence",-0.730041533708572,71
"508","linear_low","sentence",-0.678691208362579,72
"509","linear_low","sentence",-0.697211682796478,73
"510","linear_low","sentence",0.0255980491638184,74
"511","linear_low","sentence",-0.748596668243408,75
"512","linear_low","sentence",-0.5738305747509,76
"513","linear_low","sentence",-0.176604568958282,77
"514","linear_low","sentence",-0.687816858291626,78
"515","linear_low","sentence",-0.682824909687042,79
"516","linear_low","sentence",-0.689082503318787,80
"517","linear_low","sentence",-0.687028497457504,81
"518","linear_low","sentence",-0.39614349603653,82
"519","linear_low","sentence",-0.781004697084427,83
"520","linear_low","sentence",-0.420061111450195,84
"521","linear_low","sentence",-0.698708415031433,85
"522","linear_low","sentence",-0.00937247276306152,86
"523","linear_low","sentence",-0.589458405971527,87
"524","linear_low","sentence",-0.367430150508881,88
"525","linear_low","sentence",-0.745413064956665,89
"526","linear_low","sentence",-0.784310728311539,90
"527","linear_low","sentence",-0.67285344004631,91
"528","linear_low","sentence",-0.669567376375198,92
"529","linear_low","sentence",-0.768489569425583,93
"530","linear_low","sentence",-0.701974123716354,94
"531","linear_low","sentence",-0.76755402982235,95
"532","linear_low","sentence",-0.691931128501892,96
"533","linear_low","sentence",-0.78643736243248,97
"534","linear_low","sentence",-0.745238840579987,98
"535","linear_low","sentence",0.615819573402405,99
"536","linear_low","sentence",-0.778746798634529,100
"537","linear_low","sentence",-0.669567376375198,101
"538","linear_low","sentence",-0.686136156320572,102
"539","linear_low","sentence",-0.596833497285843,103
"540","linear_low","sentence",-0.693147391080856,104
"541","linear_low","sentence",-0.646080434322357,105
"542","linear_low","sentence",-0.534126937389374,106
"543","linear_low","sentence",-0.650651484727859,107
"544","linear_low","sentence",-0.70857298374176,108
"545","linear_low","sentence",-0.234750807285309,109
"546","linear_low","sentence",-0.769925206899643,110
"547","linear_low","sentence",-0.745481759309769,111
"548","linear_low","sentence",-0.7420674264431,112
"549","linear_low","sentence",-0.763318493962288,113
"550","linear_low","sentence",-0.367577314376831,114
"551","linear_low","sentence",-0.758076339960098,115
"552","linear_low","sentence",-0.629979491233826,116
"553","linear_low","sentence",-0.692986369132996,117
"554","linear_low","sentence",-0.60598760843277,118
"555","linear_low","sentence",-0.497771263122559,119
"556","linear_low","sentence",-0.745544224977493,120
"557","linear_low","sentence",-0.718592792749405,121
"558","linear_low","sentence",-0.679024785757065,122
"559","linear_low","sentence",-0.710763841867447,123
"560","linear_low","sentence",-0.781119897961617,124
"561","linear_low","sentence",-0.195622086524963,125
"562","linear_low","sentence",-0.496227264404297,126
"563","linear_low","sentence",-0.704958230257034,127
"564","linear_low","sentence",-0.278112649917603,128
"565","linear_low","sentence",-0.665166318416595,129
"566","linear_low","sentence",0.775135397911072,130
"567","linear_low","sentence",-0.706411838531494,131
"568","linear_low","sentence",-0.711582869291306,132
"569","linear_low","sentence",-0.0893978476524353,133
"570","linear_low","sentence",-0.744365751743317,134
"571","linear_low","sentence",-0.776901617646217,135
"572","linear_low","sentence",0.266415238380432,136
"573","linear_low","sentence",-0.659107625484467,137
"574","linear_low","sentence",-0.727223217487335,138
"575","linear_low","sentence",-0.683742493391037,139
"576","linear_low","sentence",0.419830083847046,140
"577","linear_low","sentence",0.217282056808472,141
"578","linear_low","sentence",-0.69181016087532,142
"579","linear_low","sentence",-0.733701974153519,143
"580","linear_low","sentence",-0.680064916610718,144
"581","linear_low","sentence",-0.640231907367706,145
"582","linear_low","sentence",-0.697821825742722,146
"583","linear_low","sentence",-0.529314488172531,147
"584","linear_low","sentence",-0.714700102806091,148
"585","linear_low","sentence",-0.443874061107635,149
"586","linear_low","sentence",-0.736011058092117,150
"587","linear_low","sentence",-0.68829619884491,151
"588","linear_low","sentence",-0.68472358584404,152
"589","linear_low","sentence",-0.4359992146492,153
"590","linear_low","sentence",-0.706080108880997,154
"591","linear_low","sentence",-0.614056676626205,155
"592","linear_low","sentence",-0.760200351476669,156
"593","linear_low","sentence",-0.792857021093369,157
"594","linear_low","sentence",-0.692609876394272,158
"595","linear_low","sentence",-0.740919232368469,159
