"","plot_names","question_type","mean","sd","plot_names.1","question_type.1","sentiment_score","subject"
"124","sin_frf_full","sentence",-0.179755800497641,0.508102071806706,"linear_rise","sentence",0.637801170349121,124
"125","sin_frf_partial","sentence",-0.274120974089574,0.461980228791799,"linear_rise","sentence",0.686950922012329,125
"126","sin_frfr","sentence",0.0729101715148042,0.511638603733308,"linear_rise","sentence",0.498690605163574,126
"127","sin_rfrf","sentence",-0.224662212261913,0.510882787794272,"linear_rise","sentence",0.770350456237793,127
"128","logistic_rise","sentence",-0.0184036543883315,0.528494014993636,"linear_rise","sentence",-0.267560839653015,128
"129","logistic_fall","sentence",-0.374489830721409,0.398803835967817,"linear_rise","sentence",0.67840051651001,129
"130","positive_change_full","sentence",-0.112741923523605,0.485341485024898,"linear_rise","sentence",0.671236038208008,130
"131","positive_change_partial","sentence",-0.204233679202718,0.450277665505173,"linear_rise","sentence",0.755749225616455,131
"132","negative_change_full","sentence",-0.266437497024142,0.487239232778593,"linear_rise","sentence",0.699164390563965,132
"133","negative_change_partial","sentence",-0.0462736231744836,0.501732909423324,"linear_rise","sentence",-0.216410458087921,133
"134","linear_rise_sharp_fall","sentence",-0.445856848714549,0.396297730754686,"linear_rise","sentence",0.531449913978577,134
"135","linear_rise_sharp_fall_exp_rise","sentence",-0.0504073633923443,0.518863675195158,"linear_rise","sentence",0.610790967941284,135
"136","linear_rise","word",0.28536364928298,0.469819768572671,"linear_rise","sentence",0.701447486877441,136
"137","linear_fall","word",-0.640355368341328,0.337475679048806,"linear_rise","sentence",-0.153356790542603,137
"138","linear_low","word",-0.623718081127613,0.347507769446827,"linear_rise","sentence",0.628798961639404,138
"139","linear_middle","word",-0.139504583467037,0.502979202761916,"linear_rise","sentence",0.75021493434906,139
"140","linear_high","word",0.493013742456742,0.437973548408927,"linear_rise","sentence",0.114469170570374,140
"141","exp_rise_convex","word",0.203012814420626,0.52000459927804,"linear_rise","sentence",-0.00288832187652588,141
"142","exp_fall_convex","word",-0.624151676414757,0.328646074391225,"linear_rise","sentence",0.737108469009399,142
"143","exp_rise_concave","word",0.288466101666109,0.499577465660121,"linear_rise","sentence",0.742190003395081,143
"144","exp_fall_concave","word",-0.626725853514781,0.342607975151821,"linear_rise","sentence",-0.426674485206604,144
"145","sin_fr_full","word",-0.201147683443279,0.533680802135815,"linear_rise","sentence",0.736445903778076,145
"146","sin_fr_partial","word",0.0891786952494481,0.538544725153828,"linear_rise","sentence",0.773626327514648,146
"147","sin_rf_full","word",-0.433179388489198,0.443559526147244,"linear_rise","sentence",0.466625094413757,147
"148","sin_rf_partial","word",-0.583921372001871,0.345976243416959,"linear_rise","sentence",0.608354568481445,148
"149","sin_rfr_full","word",-0.360238527554438,0.462260464656667,"linear_rise","sentence",0.671961188316345,149
"150","sin_rfr_partial","word",-0.278941003212688,0.530633068071217,"linear_rise","sentence",0.624963164329529,150
"151","sin_frf_full","word",-0.522522181477569,0.381217321610297,"linear_rise","sentence",0.670913577079773,151
"152","sin_frf_partial","word",-0.463429058842156,0.410455916931171,"linear_rise","sentence",-0.334702670574188,152
"153","sin_frfr","word",-0.395940932795542,0.468940590295753,"linear_rise","sentence",0.0361671447753906,153
"154","sin_rfrf","word",-0.527829751235629,0.353296459271676,"linear_rise","sentence",0.770769715309143,154
"155","logistic_rise","word",0.0979851871865605,0.560454148621913,"linear_rise","sentence",0.810259938240051,155
"156","logistic_fall","word",-0.627107820037855,0.296140265246359,"linear_rise","sentence",-0.771353632211685,156
"157","positive_change_full","word",-0.236621252919009,0.511979607124353,"linear_rise","sentence",0.668826699256897,157
"158","positive_change_partial","word",-0.306627731531038,0.503519106896508,"linear_rise","sentence",0.726738929748535,158
"159","negative_change_full","word",-0.467557365057665,0.443556770786925,"linear_rise","sentence",-0.646149784326553,159
"160","negative_change_partial","word",-0.188471886064481,0.544726699676091,"linear_rise","sentence",-0.26035475730896,160
"161","linear_rise_sharp_fall","word",-0.615579042549527,0.328228974685906,"linear_rise","sentence",-0.0369448661804199,161
"162","linear_rise_sharp_fall_exp_rise","word",-0.243883597194602,0.549142527164588,"linear_rise","sentence",-0.619094461202621,162
"163","linear_rise","sentence",0.331391079231687,0.502230032329517,"linear_rise","sentence",0.798542261123657,163
"164","linear_fall","sentence",-0.428191805514721,0.401118003818491,"linear_rise","sentence",0.549449443817139,164
"165","linear_low","sentence",-0.587170343743552,0.30327305703483,"linear_rise","sentence",0.756173372268677,165
"166","linear_middle","sentence",0.0990127240299085,0.560543242407224,"linear_rise","sentence",0.546979069709778,166
"167","linear_high","sentence",0.58895254155638,0.379197317671624,"linear_rise","sentence",0.725348830223083,167
"168","exp_rise_convex","sentence",0.223596689761232,0.498371097830314,"linear_rise","sentence",0.812512874603271,168
"169","exp_fall_convex","sentence",-0.349375127447308,0.430381138548467,"linear_rise","sentence",0.710056662559509,169
"170","exp_rise_concave","sentence",0.264105236448279,0.502758690705342,"linear_rise","sentence",0.677417635917664,170
"171","exp_fall_concave","sentence",-0.330817140365412,0.425923000200464,"linear_rise","sentence",-0.510208457708359,171
"172","sin_fr_full","sentence",-0.115939025621895,0.471039741092486,"linear_rise","sentence",0.723505139350891,172
"173","sin_fr_partial","sentence",-0.0068834529967483,0.480290444630396,"linear_rise","sentence",0.762924432754517,173
"174","sin_rf_full","sentence",-0.284312120544801,0.491618594682243,"linear_rise","sentence",-0.633821666240692,174
"175","sin_rf_partial","sentence",-0.279082755635091,0.452768642285177,"linear_rise","sentence",0.492380976676941,175
"176","sin_rfr_full","sentence",0.0031634276613183,0.490160607397559,"linear_rise","sentence",0.730446219444275,176
"177","sin_rfr_partial","sentence",0.0366973088832077,0.492315136404759,"linear_rise","sentence",0.210525512695312,177
"178","sin_frf_full","sentence",-0.179755800497641,0.508102071806706,"linear_rise","sentence",-0.0745981931686401,178
"179","sin_frf_partial","sentence",-0.274120974089574,0.461980228791799,"linear_rise","sentence",0.598844528198242,179
"180","sin_frfr","sentence",0.0729101715148042,0.511638603733308,"linear_rise","sentence",0.477337837219238,180
"181","sin_rfrf","sentence",-0.224662212261913,0.510882787794272,"linear_rise","sentence",0.754350185394287,181
"182","logistic_rise","sentence",-0.0184036543883315,0.528494014993636,"linear_rise","sentence",0.614667057991028,182
"183","logistic_fall","sentence",-0.374489830721409,0.398803835967817,"linear_rise","sentence",0.55087673664093,183
"184","positive_change_full","sentence",-0.112741923523605,0.485341485024898,"linear_rise","sentence",0.704574108123779,184
"185","positive_change_partial","sentence",-0.204233679202718,0.450277665505173,"linear_rise","sentence",-0.147077679634094,185
"186","negative_change_full","sentence",-0.266437497024142,0.487239232778593,"linear_rise","sentence",0.682486414909363,186
"187","negative_change_partial","sentence",-0.0462736231744836,0.501732909423324,"linear_rise","sentence",0.681332468986511,187
"188","linear_rise_sharp_fall","sentence",-0.445856848714549,0.396297730754686,"linear_rise","sentence",0.66620945930481,188
"189","linear_rise_sharp_fall_exp_rise","sentence",-0.0504073633923443,0.518863675195158,"linear_rise","sentence",-0.614377468824387,189
"190","linear_rise","word",0.28536364928298,0.469819768572671,"linear_rise","sentence",-0.354029536247253,190
"191","linear_fall","word",-0.640355368341328,0.337475679048806,"linear_rise","sentence",0.145532846450806,191
"192","linear_low","word",-0.623718081127613,0.347507769446827,"linear_rise","sentence",-0.11300802230835,192
"193","linear_middle","word",-0.139504583467037,0.502979202761916,"linear_rise","sentence",0.615346312522888,193
"194","linear_high","word",0.493013742456742,0.437973548408927,"linear_rise","sentence",-0.352471232414246,194
"195","exp_rise_convex","word",0.203012814420626,0.52000459927804,"linear_rise","sentence",0.708760499954224,195
"196","exp_fall_convex","word",-0.624151676414757,0.328646074391225,"linear_rise","sentence",0.251614332199097,196
"197","exp_rise_concave","word",0.288466101666109,0.499577465660121,"linear_rise","sentence",-0.624301314353943,197
"198","exp_fall_concave","word",-0.626725853514781,0.342607975151821,"linear_rise","sentence",0.797493457794189,198
"199","sin_fr_full","word",-0.201147683443279,0.533680802135815,"linear_rise","sentence",-0.770842283964157,199
"200","sin_fr_partial","word",0.0891786952494481,0.538544725153828,"linear_rise","sentence",0.575496792793274,200
"201","sin_rf_full","word",-0.433179388489198,0.443559526147244,"linear_rise","sentence",0.67695677280426,201
"202","sin_rf_partial","word",-0.583921372001871,0.345976243416959,"linear_rise","sentence",0.490172624588013,202
"203","sin_rfr_full","word",-0.360238527554438,0.462260464656667,"linear_rise","sentence",0.683463931083679,203
"204","sin_rfr_partial","word",-0.278941003212688,0.530633068071217,"linear_rise","sentence",0.730726718902588,204
"205","sin_frf_full","word",-0.522522181477569,0.381217321610297,"linear_rise","sentence",0.687326312065125,205
"206","sin_frf_partial","word",-0.463429058842156,0.410455916931171,"linear_rise","sentence",0.720346331596375,206
"207","sin_frfr","word",-0.395940932795542,0.468940590295753,"linear_rise","sentence",0.0953341722488403,207
"208","sin_rfrf","word",-0.527829751235629,0.353296459271676,"linear_rise","sentence",-0.60576930642128,208
"209","logistic_rise","word",0.0979851871865605,0.560454148621913,"linear_rise","sentence",0.699261665344238,209
"210","logistic_fall","word",-0.627107820037855,0.296140265246359,"linear_rise","sentence",-0.672535747289658,210
"211","positive_change_full","word",-0.236621252919009,0.511979607124353,"linear_rise","sentence",0.740750551223755,211
"212","positive_change_partial","word",-0.306627731531038,0.503519106896508,"linear_rise","sentence",0.687333703041077,212
"213","negative_change_full","word",-0.467557365057665,0.443556770786925,"linear_rise","sentence",0.674967288970947,213
"214","negative_change_partial","word",-0.188471886064481,0.544726699676091,"linear_rise","sentence",0.258656978607178,214
"215","linear_rise_sharp_fall","word",-0.615579042549527,0.328228974685906,"linear_rise","sentence",0.749674677848816,215
"216","linear_rise_sharp_fall_exp_rise","word",-0.243883597194602,0.549142527164588,"linear_rise","sentence",-0.743733614683151,216
"217","linear_rise","sentence",0.331391079231687,0.502230032329517,"linear_rise","sentence",0.688395857810974,217
"218","linear_fall","sentence",-0.428191805514721,0.401118003818491,"linear_rise","sentence",0.16730260848999,218
"219","linear_low","sentence",-0.587170343743552,0.30327305703483,"linear_fall","sentence",-0.544608116149902,1
"220","linear_middle","sentence",0.0990127240299085,0.560543242407224,"linear_fall","sentence",-0.699972540140152,2
"221","linear_high","sentence",0.58895254155638,0.379197317671624,"linear_fall","sentence",0.311739444732666,3
"222","exp_rise_convex","sentence",0.223596689761232,0.498371097830314,"linear_fall","sentence",-0.767677754163742,4
"223","exp_fall_convex","sentence",-0.349375127447308,0.430381138548467,"linear_fall","sentence",-0.632891774177551,5
"224","exp_rise_concave","sentence",0.264105236448279,0.502758690705342,"linear_fall","sentence",0.687162756919861,6
"225","exp_fall_concave","sentence",-0.330817140365412,0.425923000200464,"linear_fall","sentence",-0.71557679772377,7
"226","sin_fr_full","sentence",-0.115939025621895,0.471039741092486,"linear_fall","sentence",-0.279198706150055,8
"227","sin_fr_partial","sentence",-0.0068834529967483,0.480290444630396,"linear_fall","sentence",-0.653408110141754,9
"228","sin_rf_full","sentence",-0.284312120544801,0.491618594682243,"linear_fall","sentence",-0.763786539435387,10
"229","sin_rf_partial","sentence",-0.279082755635091,0.452768642285177,"linear_fall","sentence",-0.579959362745285,11
"230","sin_rfr_full","sentence",0.0031634276613183,0.490160607397559,"linear_fall","sentence",-0.553588956594467,12
"231","sin_rfr_partial","sentence",0.0366973088832077,0.492315136404759,"linear_fall","sentence",-0.127295911312103,13
"232","sin_frf_full","sentence",-0.179755800497641,0.508102071806706,"linear_fall","sentence",-0.562182575464249,14
"233","sin_frf_partial","sentence",-0.274120974089574,0.461980228791799,"linear_fall","sentence",-0.7283715903759,15
"234","sin_frfr","sentence",0.0729101715148042,0.511638603733308,"linear_fall","sentence",-0.781492605805397,16
"235","sin_rfrf","sentence",-0.224662212261913,0.510882787794272,"linear_fall","sentence",-0.24076646566391,17
"236","logistic_rise","sentence",-0.0184036543883315,0.528494014993636,"linear_fall","sentence",-0.0703458189964294,18
"237","logistic_fall","sentence",-0.374489830721409,0.398803835967817,"linear_fall","sentence",-0.700241446495056,19
"238","positive_change_full","sentence",-0.112741923523605,0.485341485024898,"linear_fall","sentence",-0.678572148084641,20
"239","positive_change_partial","sentence",-0.204233679202718,0.450277665505173,"linear_fall","sentence",-0.702315896749496,21
"240","negative_change_full","sentence",-0.266437497024142,0.487239232778593,"linear_fall","sentence",-0.652700752019882,22
"241","negative_change_partial","sentence",-0.0462736231744836,0.501732909423324,"linear_fall","sentence",0.47730278968811,23
"242","linear_rise_sharp_fall","sentence",-0.445856848714549,0.396297730754686,"linear_fall","sentence",-0.375966191291809,24
"243","linear_rise_sharp_fall_exp_rise","sentence",-0.0504073633923443,0.518863675195158,"linear_fall","sentence",-0.303447544574738,25
"244","linear_rise","word",0.28536364928298,0.469819768572671,"linear_fall","sentence",-0.292022466659546,26
"245","linear_fall","word",-0.640355368341328,0.337475679048806,"linear_fall","sentence",-0.743310809135437,27
"246","linear_low","word",-0.623718081127613,0.347507769446827,"linear_fall","sentence",-0.395797908306122,28
"247","linear_middle","word",-0.139504583467037,0.502979202761916,"linear_fall","sentence",0.0450166463851929,29
"248","linear_high","word",0.493013742456742,0.437973548408927,"linear_fall","sentence",0.41661012172699,30
"249","exp_rise_convex","word",0.203012814420626,0.52000459927804,"linear_fall","sentence",-0.507507085800171,31
"250","exp_fall_convex","word",-0.624151676414757,0.328646074391225,"linear_fall","sentence",0.359005928039551,32
"251","exp_rise_concave","word",0.288466101666109,0.499577465660121,"linear_fall","sentence",-0.509799510240555,33
"252","exp_fall_concave","word",-0.626725853514781,0.342607975151821,"linear_fall","sentence",-0.60166135430336,34
"253","sin_fr_full","word",-0.201147683443279,0.533680802135815,"linear_fall","sentence",-0.723752737045288,35
"254","sin_fr_partial","word",0.0891786952494481,0.538544725153828,"linear_fall","sentence",-0.274010300636292,36
"255","sin_rf_full","word",-0.433179388489198,0.443559526147244,"linear_fall","sentence",-0.739029139280319,37
"256","sin_rf_partial","word",-0.583921372001871,0.345976243416959,"linear_fall","sentence",0.280204176902771,38
"257","sin_rfr_full","word",-0.360238527554438,0.462260464656667,"linear_fall","sentence",-0.137697398662567,39
"258","sin_rfr_partial","word",-0.278941003212688,0.530633068071217,"linear_fall","sentence",-0.612058371305466,40
"259","sin_frf_full","word",-0.522522181477569,0.381217321610297,"linear_fall","sentence",-0.65285724401474,41
"260","sin_frf_partial","word",-0.463429058842156,0.410455916931171,"linear_fall","sentence",0.323432922363281,42
"261","sin_frfr","word",-0.395940932795542,0.468940590295753,"linear_fall","sentence",-0.388509035110474,43
"262","sin_rfrf","word",-0.527829751235629,0.353296459271676,"linear_fall","sentence",-0.725857257843018,44
"263","logistic_rise","word",0.0979851871865605,0.560454148621913,"linear_fall","sentence",-0.640675127506256,45
"264","logistic_fall","word",-0.627107820037855,0.296140265246359,"linear_fall","sentence",0.612543702125549,46
